pair_id,style,ref_path,search_path,gt_x,gt_y,pitch,scale,noise_sigma_ref,noise_sigma_search,rotation_deg,blur_ref,blur_search,dose_ref,dose_search,charging_intensity,salt_pepper_prob,gamma_ref,gamma_search,classical_pred_x,classical_pred_y,classical_error_px,classical_time_sec,classical_confident,classical_n_candidates,dl_pred_x,dl_pred_y,dl_error_px,dl_time_sec,dl_confident
424,dram,data/train_canonical/ref_0424.png,data/train_canonical/search_0424.png,390.84,547.91,45,10.155,4.99,14.9,-0.9,0.23,0.43,461.6,96.6,0.0,0.0008,1.088,1.004,533.0,548.0,142.1600284890236,0.1805722713470459,True,7,396.0,548.0,5.160784824035998,0.04650473594665527,True
425,finfet,data/train_canonical/ref_0425.png,data/train_canonical/search_0425.png,545.63,446.08,24,9.07,4.37,13.83,1.23,0.45,0.57,456.5,106.8,0.689,0.002,1.062,1.143,545.5,446.5,0.439658958739626,0.18452978134155273,False,7,548.0,452.0,6.376778183377575,0.04334402084350586,True
426,dram,data/train_canonical/ref_0426.png,data/train_canonical/search_0426.png,532.66,473.56,40,9.458,6.49,14.16,1.1,0.37,0.57,421.2,189.4,0.0,0.0013,0.986,0.864,532.5,473.5,0.17088007490632162,0.22397875785827637,True,4,540.0,476.0,7.7349337424441105,0.0457606315612793,True
427,finfet,data/train_canonical/ref_0427.png,data/train_canonical/search_0427.png,382.84,379.12,21,9.926,7.48,16.72,0.09,0.38,0.86,444.2,148.2,0.0,0.0,1.068,0.854,500.0,518.0,181.6978811103751,0.20734786987304688,True,9,380.0,380.0,2.973213749463676,0.0434114933013916,True
428,finfet,data/train_canonical/ref_0428.png,data/train_canonical/search_0428.png,422.44,630.13,27,10.184,6.22,14.73,-1.7,0.31,0.72,315.4,186.5,0.467,0.0,1.008,1.048,422.0,496.0,134.13072168597319,0.20557808876037598,False,6,428.0,628.0,5.954032247141428,0.0423731803894043,True
429,dram,data/train_canonical/ref_0429.png,data/train_canonical/search_0429.png,408.35,631.47,36,9.712,6.35,14.87,-1.06,0.46,0.42,321.3,88.3,0.0,0.0,0.982,0.934,408.5,434.5,196.9700571152885,0.19527316093444824,False,7,404.0,636.0,6.280398076555335,0.050138235092163086,True
430,finfet,data/train_canonical/ref_0430.png,data/train_canonical/search_0430.png,625.81,436.67,27,9.85,5.32,13.09,-1.91,0.52,0.9,562.0,128.6,0.541,0.0,1.072,1.058,535.0,533.0,132.38551657942037,0.20367121696472168,True,7,628.0,436.0,2.290196498119814,0.04916095733642578,True
431,finfet,data/train_canonical/ref_0431.png,data/train_canonical/search_0431.png,565.17,552.2,26,9.096,7.06,14.63,-2.38,0.49,0.76,585.5,124.0,0.0,0.0,0.912,0.934,565.5,495.5,56.700960309328146,0.22580766677856445,True,9,564.0,556.0,3.976040744257981,0.04549717903137207,True
432,dram,data/train_canonical/ref_0432.png,data/train_canonical/search_0432.png,616.65,466.82,37,9.417,6.18,15.63,0.04,0.23,0.77,420.0,95.3,0.463,0.0,0.934,1.105,522.5,466.5,94.1505438114937,0.20408153533935547,True,8,620.0,468.0,3.5517460494804762,0.043280601501464844,True
433,finfet,data/train_canonical/ref_0433.png,data/train_canonical/search_0433.png,505.39,495.88,23,10.829,6.38,10.08,-2.66,0.41,0.76,320.0,155.6,0.0,0.0,0.995,1.093,505.5,495.5,0.39560080889704907,0.2060997486114502,True,9,508.0,500.0,4.877140555694505,0.04976987838745117,True
434,dram,data/train_canonical/ref_0434.png,data/train_canonical/search_0434.png,451.95,395.9,37,10.579,4.23,15.13,-2.15,0.53,0.67,570.1,143.2,0.324,0.0,0.943,1.065,450.5,395.5,1.5041608956491155,0.21384882926940918,True,5,452.0,396.0,0.1118033988750149,0.05149531364440918,True
435,dram,data/train_canonical/ref_0435.png,data/train_canonical/search_0435.png,444.07,482.58,37,9.478,5.58,12.02,-1.16,0.5,0.72,361.1,96.0,0.0,0.0,1.032,0.995,444.5,482.5,0.43737855457258457,0.21099138259887695,True,3,444.0,484.0,1.4217243052012738,0.04702615737915039,True
436,dram,data/train_canonical/ref_0436.png,data/train_canonical/search_0436.png,453.08,464.81,37,10.067,5.99,11.61,-1.07,0.26,0.72,473.4,110.4,0.515,0.0,0.905,0.891,453.0,465.0,0.20615528128087476,0.19578194618225098,True,6,460.0,468.0,7.619875327064099,0.046977996826171875,True
437,dram,data/train_canonical/ref_0437.png,data/train_canonical/search_0437.png,624.45,507.47,44,9.488,4.51,17.21,-0.52,0.6,0.47,510.5,140.2,0.0,0.0026,0.973,1.144,429.5,507.5,194.9500023082842,0.22870779037475586,True,6,628.0,516.0,9.239231569778907,0.042109012603759766,True
438,dram,data/train_canonical/ref_0438.png,data/train_canonical/search_0438.png,592.73,605.36,42,10.765,4.51,14.29,-0.12,0.56,0.54,464.9,135.3,0.535,0.0,1.075,0.959,592.5,604.5,0.8902246907382607,0.2046806812286377,True,10,588.0,604.0,4.921635906891144,0.045935869216918945,True
439,finfet,data/train_canonical/ref_0439.png,data/train_canonical/search_0439.png,541.5,454.9,20,10.057,4.5,17.59,-1.72,0.32,0.6,495.4,89.2,0.683,0.0,0.999,0.991,541.0,455.0,0.509901951359283,0.19512391090393066,True,7,540.0,460.0,5.316013544000827,0.04922080039978027,True
440,dram,data/train_canonical/ref_0440.png,data/train_canonical/search_0440.png,495.83,589.28,43,9.235,5.58,13.6,1.73,0.57,0.84,380.8,106.5,0.0,0.0016,1.012,0.944,495.5,589.5,0.3966106403010407,0.20776915550231934,True,4,500.0,588.0,4.362029344238764,0.04843282699584961,True
441,dram,data/train_canonical/ref_0441.png,data/train_canonical/search_0441.png,385.94,515.22,39,10.033,5.66,10.52,1.82,0.21,0.59,535.2,107.6,0.0,0.0016,0.929,1.101,433.0,515.0,47.060514234334505,0.2189490795135498,True,3,388.0,516.0,2.202725584361331,0.051223039627075195,True
442,dram,data/train_canonical/ref_0442.png,data/train_canonical/search_0442.png,470.54,369.92,35,10.873,5.74,10.89,2.47,0.39,0.78,596.1,110.2,0.719,0.0,0.921,0.947,470.5,527.5,157.5800050767863,0.20992541313171387,True,6,468.0,372.0,3.282986445296422,0.05067610740661621,True
443,dram,data/train_canonical/ref_0443.png,data/train_canonical/search_0443.png,512.31,566.1,38,9.239,5.43,16.95,-2.46,0.45,0.79,582.3,85.1,0.0,0.0009,1.036,1.073,512.5,566.5,0.44283179650969345,0.20655250549316406,True,6,516.0,572.0,6.9588864051657096,0.05255913734436035,True
444,finfet,data/train_canonical/ref_0444.png,data/train_canonical/search_0444.png,396.58,590.04,25,9.206,4.67,10.58,0.63,0.46,0.75,484.6,138.5,0.0,0.0,0.969,1.087,497.5,590.5,100.92104834968771,0.1943821907043457,False,8,396.0,588.0,2.1208488866488895,0.04073739051818848,True
445,finfet,data/train_canonical/ref_0445.png,data/train_canonical/search_0445.png,502.79,576.94,29,10.062,4.29,16.91,0.93,0.31,0.63,439.6,121.4,0.665,0.0,0.979,0.941,503.0,577.0,0.21840329667838088,0.20771312713623047,True,9,500.0,580.0,4.140978145317816,0.040123701095581055,True
446,dram,data/train_canonical/ref_0446.png,data/train_canonical/search_0446.png,435.39,443.26,36,9.026,6.93,10.01,-2.98,0.47,0.41,583.5,172.2,0.0,0.0,0.991,0.875,435.5,443.5,0.26400757564889565,0.16220593452453613,True,7,436.0,444.0,0.9590099061010945,0.04519844055175781,True
447,finfet,data/train_canonical/ref_0447.png,data/train_canonical/search_0447.png,622.2,384.67,30,10.133,7.43,16.38,2.42,0.36,0.48,513.3,195.9,0.38,0.0,1.012,1.143,537.0,462.0,115.06071831863386,0.2158041000366211,False,8,620.0,388.0,3.991102604544275,0.04372215270996094,True
448,finfet,data/train_canonical/ref_0448.png,data/train_canonical/search_0448.png,502.35,610.93,30,10.214,6.61,10.55,0.9,0.45,0.57,317.8,195.3,0.0,0.0,1.092,1.009,502.0,530.0,80.93075682334863,0.17967462539672852,True,12,420.0,612.0,82.35695113346537,0.04331016540527344,True
449,dram,data/train_canonical/ref_0449.png,data/train_canonical/search_0449.png,573.02,506.64,37,9.445,6.4,10.8,1.58,0.23,0.59,411.1,87.7,0.732,0.0017,1.061,1.015,572.5,506.5,0.5385164807134293,0.20593500137329102,True,8,572.0,508.0,1.7,0.04676556587219238,True
450,dram,data/train_canonical/ref_0450.png,data/train_canonical/search_0450.png,556.31,530.99,35,10.505,7.33,14.34,2.89,0.21,0.44,427.1,164.3,0.0,0.0,1.038,0.869,556.5,531.5,0.5442425929675216,0.1944730281829834,True,6,556.0,532.0,1.0565036677645505,0.050128936767578125,True
451,dram,data/train_canonical/ref_0451.png,data/train_canonical/search_0451.png,576.14,509.55,36,10.182,5.52,10.62,-0.87,0.34,0.56,490.5,113.0,0.0,0.0003,0.999,1.035,576.0,509.0,0.5675385449465161,0.20175886154174805,True,5,580.0,364.0,145.6011747892166,0.04281759262084961,True
452,finfet,data/train_canonical/ref_0452.png,data/train_canonical/search_0452.png,611.27,523.49,22,9.33,4.95,10.63,1.98,0.54,0.7,365.7,89.2,0.391,0.0,0.909,0.98,504.5,523.5,106.77000046829632,0.1913912296295166,False,10,612.0,524.0,0.8905054744357371,0.04070925712585449,True
453,finfet,data/train_canonical/ref_0453.png,data/train_canonical/search_0453.png,459.54,613.58,22,10.802,7.91,17.72,-0.77,0.38,0.55,547.0,193.5,0.0,0.0,0.949,1.027,459.5,552.5,61.08001309757559,0.16228580474853516,False,9,460.0,612.0,1.6456001944579706,0.04336261749267578,True
454,dram,data/train_canonical/ref_0454.png,data/train_canonical/search_0454.png,525.48,492.12,45,10.821,6.4,14.14,1.09,0.47,0.88,599.4,151.3,0.0,0.0,1.068,0.867,525.5,492.5,0.38052595180880344,0.20712852478027344,True,7,532.0,492.0,6.521104200976992,0.04527878761291504,True
455,dram,data/train_canonical/ref_0455.png,data/train_canonical/search_0455.png,589.51,450.82,42,9.006,6.81,16.48,0.4,0.6,0.74,304.6,86.8,0.638,0.0027,0.903,0.924,589.5,544.5,93.68000053373186,0.19573402404785156,True,4,596.0,452.0,6.59640053362439,0.04475998878479004,True
456,finfet,data/train_canonical/ref_0456.png,data/train_canonical/search_0456.png,373.28,503.41,24,10.866,4.12,11.52,1.68,0.29,0.4,550.9,97.7,0.0,0.0013,0.964,1.027,434.5,503.5,61.22006615481564,0.20811700820922852,True,10,372.0,508.0,4.7651337861595975,0.04135870933532715,True
457,dram,data/train_canonical/ref_0457.png,data/train_canonical/search_0457.png,560.17,630.81,35,10.645,6.34,14.18,-0.16,0.37,0.85,564.8,137.8,0.0,0.0,0.959,0.866,560.5,502.5,128.31042436216936,0.19158411026000977,True,3,564.0,628.0,4.7502631506054485,0.058248281478881836,True
458,finfet,data/train_canonical/ref_0458.png,data/train_canonical/search_0458.png,473.47,415.27,21,10.326,4.59,12.04,1.3,0.3,0.41,381.4,157.4,0.0,0.0,0.97,1.005,473.5,479.5,64.23000700607156,0.23374199867248535,False,5,476.0,420.0,5.364121549704111,0.0486454963684082,True
459,dram,data/train_canonical/ref_0459.png,data/train_canonical/search_0459.png,534.85,487.43,35,9.911,7.63,16.63,1.6,0.36,0.41,548.9,151.4,0.0,0.0,1.099,1.087,535.0,487.0,0.45541190146942695,0.21196722984313965,True,16,540.0,484.0,6.187681310474854,0.04588031768798828,True
460,finfet,data/train_canonical/ref_0460.png,data/train_canonical/search_0460.png,437.52,541.08,23,10.612,7.68,12.36,2.78,0.4,0.88,471.6,140.9,0.0,0.0,1.064,0.952,437.5,541.5,0.420475920832531,0.19826269149780273,False,9,444.0,540.0,6.569383532722102,0.04874706268310547,True
461,finfet,data/train_canonical/ref_0461.png,data/train_canonical/search_0461.png,386.44,416.49,29,9.086,5.78,13.69,2.42,0.31,0.79,355.7,96.7,0.0,0.0,0.929,0.97,504.5,416.5,118.06000042351346,0.19145798683166504,True,7,388.0,420.0,3.8410545427004736,0.05082392692565918,True
462,dram,data/train_canonical/ref_0462.png,data/train_canonical/search_0462.png,542.63,624.35,36,10.377,5.82,11.93,-1.5,0.51,0.77,523.0,137.8,0.716,0.0,0.978,0.907,542.5,495.5,128.85006558011526,0.210951566696167,True,5,540.0,628.0,4.498822068052904,0.05270552635192871,True
463,dram,data/train_canonical/ref_0463.png,data/train_canonical/search_0463.png,627.88,588.45,45,9.663,5.69,15.91,-0.73,0.59,0.46,482.7,172.3,0.314,0.0013,1.087,1.078,525.5,588.5,102.38001220941517,0.20240020751953125,True,2,636.0,588.0,8.132459652528263,0.0476226806640625,True
464,dram,data/train_canonical/ref_0464.png,data/train_canonical/search_0464.png,496.41,434.27,35,10.461,6.27,16.88,1.21,0.44,0.48,553.9,122.3,0.318,0.0,1.093,1.07,496.5,434.5,0.24698178070457721,0.19335675239562988,True,6,500.0,436.0,3.9850972384623042,0.05254793167114258,True
465,finfet,data/train_canonical/ref_0465.png,data/train_canonical/search_0465.png,376.81,444.05,30,10.692,4.35,15.46,-2.35,0.35,0.57,380.3,111.7,0.0,0.0005,1.035,1.061,446.5,495.5,86.6244688295403,0.1935889720916748,False,11,380.0,444.0,3.1903918254659547,0.04591035842895508,True
466,finfet,data/train_canonical/ref_0466.png,data/train_canonical/search_0466.png,584.29,475.53,27,10.767,6.41,11.2,-1.12,0.31,0.51,545.1,164.5,0.737,0.0002,0.931,0.896,584.5,475.5,0.2121320343559964,0.18844366073608398,True,6,588.0,476.0,3.7396523902630703,0.045522451400756836,True
467,finfet,data/train_canonical/ref_0467.png,data/train_canonical/search_0467.png,414.84,534.96,24,10.431,6.58,17.24,0.42,0.53,0.67,335.2,87.5,0.0,0.0,1.067,0.962,414.5,534.5,0.5720139858430181,0.1520233154296875,True,10,420.0,532.0,5.948714146771593,0.04107236862182617,True
468,finfet,data/train_canonical/ref_0468.png,data/train_canonical/search_0468.png,382.89,580.25,27,9.794,7.73,16.24,2.76,0.36,0.53,502.2,181.9,0.0,0.0,1.067,0.879,533.0,580.0,150.11020818052316,0.19979572296142578,True,11,388.0,572.0,9.704359844935684,0.041002511978149414,True
469,dram,data/train_canonical/ref_0469.png,data/train_canonical/search_0469.png,624.05,519.22,39,9.1,6.54,17.25,-1.61,0.32,0.65,408.8,192.3,0.0,0.0,0.997,1.076,413.5,519.5,210.5501861789725,0.21587252616882324,True,9,620.0,524.0,6.2650538704786385,0.047692298889160156,True
470,finfet,data/train_canonical/ref_0470.png,data/train_canonical/search_0470.png,452.93,446.72,23,9.01,4.01,16.56,-1.26,0.49,0.75,304.0,136.0,0.0,0.0,0.903,1.076,452.5,446.5,0.48301138702935137,0.21076536178588867,True,7,452.0,452.0,5.361277832755893,0.0421445369720459,True
471,dram,data/train_canonical/ref_0471.png,data/train_canonical/search_0471.png,572.24,466.44,42,10.038,5.91,14.69,0.57,0.37,0.41,517.2,154.3,0.716,0.0,0.963,0.931,572.0,466.0,0.501198563445669,0.19729113578796387,True,6,572.0,468.0,1.5783535725559124,0.04151153564453125,True
472,finfet,data/train_canonical/ref_0472.png,data/train_canonical/search_0472.png,627.11,547.93,22,9.965,7.43,13.56,-1.11,0.27,0.68,360.1,186.0,0.0,0.0026,0.982,1.039,510.0,548.0,117.11002092050023,0.1969318389892578,False,7,628.0,548.0,0.892748564826616,0.040055274963378906,True
473,dram,data/train_canonical/ref_0473.png,data/train_canonical/search_0473.png,614.06,369.39,41,9.846,6.22,15.75,2.14,0.2,0.62,377.2,89.8,0.0,0.0,1.096,1.096,515.5,433.5,117.57621230504064,0.2041492462158203,False,6,612.0,372.0,3.325011278176338,0.04462003707885742,True
474,finfet,data/train_canonical/ref_0474.png,data/train_canonical/search_0474.png,451.8,506.53,30,9.701,5.75,15.35,2.7,0.24,0.48,417.1,120.1,0.0,0.0025,1.034,0.977,452.5,506.5,0.7006425622241218,0.19431114196777344,True,3,460.0,508.0,8.330720256976578,0.041059017181396484,True
475,finfet,data/train_canonical/ref_0475.png,data/train_canonical/search_0475.png,617.21,630.68,23,9.723,7.27,15.49,1.03,0.59,0.79,577.0,119.5,0.572,0.0004,0.972,0.922,472.5,514.5,185.57687490633091,0.20502662658691406,False,9,620.0,628.0,3.8686560974063755,0.039760589599609375,True
476,finfet,data/train_canonical/ref_0476.png,data/train_canonical/search_0476.png,614.6,477.65,25,10.361,7.14,12.13,-1.73,0.54,0.65,303.1,115.9,0.0,0.0,0.931,1.047,490.5,477.5,124.10009065266634,0.21068167686462402,False,11,620.0,484.0,8.335616353935684,0.04049229621887207,True
477,dram,data/train_canonical/ref_0477.png,data/train_canonical/search_0477.png,555.12,376.61,41,9.848,6.18,11.38,2.82,0.55,0.58,534.1,104.9,0.796,0.0,0.921,0.946,555.0,485.0,108.39006642677177,0.211517333984375,True,5,556.0,372.0,4.69323981914414,0.059252023696899414,True
478,dram,data/train_canonical/ref_0478.png,data/train_canonical/search_0478.png,410.45,617.67,36,9.516,6.03,10.76,1.09,0.58,0.53,401.7,181.5,0.0,0.0021,0.941,1.128,410.5,478.5,139.17000898182047,0.2110135555267334,False,6,412.0,620.0,2.798463864337045,0.046921491622924805,True
479,dram,data/train_canonical/ref_0479.png,data/train_canonical/search_0479.png,485.78,391.65,45,10.04,4.06,11.26,2.94,0.29,0.73,422.5,172.0,0.301,0.0,1.093,1.122,486.0,512.0,120.35020108001484,0.20968127250671387,False,6,492.0,396.0,7.590184450986718,0.04718518257141113,True
480,finfet,data/train_canonical/ref_0480.png,data/train_canonical/search_0480.png,453.72,586.73,27,10.368,6.01,14.72,0.57,0.33,0.58,448.8,125.3,0.638,0.0,0.99,0.918,453.5,515.5,71.23033974367947,0.19579410552978516,True,6,452.0,588.0,2.1380598681982805,0.03748965263366699,True
481,finfet,data/train_canonical/ref_0481.png,data/train_canonical/search_0481.png,480.73,451.84,24,10.003,6.45,14.77,-1.98,0.51,0.57,521.5,167.4,0.0,0.0023,1.075,1.083,481.0,452.0,0.31384709652950143,0.20254778861999512,True,4,484.0,452.0,3.273912033027138,0.042961835861206055,True
482,finfet,data/train_canonical/ref_0482.png,data/train_canonical/search_0482.png,587.2,458.59,22,10.419,5.69,14.48,0.15,0.46,0.51,537.7,117.5,0.0,0.0,1.048,0.999,587.5,458.5,0.31320919526726576,0.20147347450256348,True,9,588.0,460.0,1.6211415730897774,0.03753209114074707,True
483,finfet,data/train_canonical/ref_0483.png,data/train_canonical/search_0483.png,464.33,550.5,22,9.086,7.7,11.79,1.45,0.23,0.52,317.3,170.5,0.62,0.0,0.904,1.078,464.5,550.5,0.17000000000001592,0.19964098930358887,True,7,468.0,548.0,4.440596806736694,0.04054737091064453,True
484,finfet,data/train_canonical/ref_0484.png,data/train_canonical/search_0484.png,452.34,585.4,25,9.424,7.13,12.8,-1.04,0.26,0.54,533.9,171.3,0.516,0.0,1.08,0.898,452.5,458.5,126.90010086678417,0.21231627464294434,True,4,452.0,588.0,2.622136533439878,0.04035687446594238,True
485,dram,data/train_canonical/ref_0485.png,data/train_canonical/search_0485.png,600.86,560.5,43,10.58,4.11,15.82,-2.87,0.42,0.44,416.8,183.0,0.0,0.0014,0.966,0.966,600.5,507.5,53.00122262740738,0.199446439743042,False,9,604.0,556.0,5.487221519129688,0.04670286178588867,True
486,finfet,data/train_canonical/ref_0486.png,data/train_canonical/search_0486.png,505.92,548.05,20,10.49,7.95,10.54,-0.03,0.51,0.84,421.4,144.4,0.0,0.0,0.934,0.875,505.5,491.5,56.551559660189696,0.1933457851409912,True,9,508.0,548.0,2.080600874747468,0.0380706787109375,True
487,dram,data/train_canonical/ref_0487.png,data/train_canonical/search_0487.png,365.77,566.19,44,10.922,5.0,12.88,1.05,0.28,0.44,316.9,154.6,0.0,0.0,1.011,1.029,498.5,566.5,132.73036201261564,0.16984272003173828,False,6,372.0,564.0,6.603711077871325,0.04601573944091797,True
488,finfet,data/train_canonical/ref_0488.png,data/train_canonical/search_0488.png,514.44,605.1,22,10.126,6.11,14.19,0.09,0.4,0.66,545.6,93.4,0.0,0.0,0.905,0.864,514.0,526.0,79.10122375791669,0.20183682441711426,False,12,508.0,332.0,273.17592060794817,0.036293983459472656,True
489,finfet,data/train_canonical/ref_0489.png,data/train_canonical/search_0489.png,572.06,424.73,28,9.095,5.33,11.67,-2.91,0.25,0.48,307.8,80.2,0.0,0.0,1.03,1.059,572.5,424.5,0.49648766349231316,0.19766449928283691,True,10,236.0,428.0,336.0759088360842,0.04428815841674805,True
490,dram,data/train_canonical/ref_0490.png,data/train_canonical/search_0490.png,483.34,397.47,45,10.655,6.46,13.73,0.72,0.55,0.47,317.8,164.2,0.0,0.0004,0.937,1.145,483.5,397.5,0.16278820596101662,0.22893548011779785,True,7,484.0,396.0,1.6113658802395292,0.04055285453796387,True
491,finfet,data/train_canonical/ref_0491.png,data/train_canonical/search_0491.png,615.25,564.88,23,10.9,4.52,11.82,1.94,0.28,0.59,309.0,109.5,0.0,0.0014,1.035,0.899,501.5,564.5,113.75063472350385,0.21513938903808594,False,7,612.0,564.0,3.3670313333855377,0.04091215133666992,True
492,dram,data/train_canonical/ref_0492.png,data/train_canonical/search_0492.png,376.49,478.55,38,9.201,6.86,16.15,-2.24,0.41,0.86,509.4,174.0,0.622,0.0011,0.972,0.87,525.5,478.5,149.01000838869848,0.20732760429382324,True,6,380.0,476.0,4.33850204563741,0.046007633209228516,True
493,dram,data/train_canonical/ref_0493.png,data/train_canonical/search_0493.png,519.94,593.79,36,10.738,4.95,16.72,1.01,0.49,0.68,392.4,175.6,0.399,0.0,0.926,1.105,519.5,593.5,0.5269724850502414,0.20849323272705078,True,7,516.0,596.0,4.517488240161848,0.04685521125793457,True
494,dram,data/train_canonical/ref_0494.png,data/train_canonical/search_0494.png,618.05,523.83,39,10.232,7.3,12.13,2.26,0.28,0.72,325.8,180.2,0.0,0.0015,1.03,1.142,536.5,524.5,81.55275225275965,0.2056412696838379,True,4,620.0,524.0,1.9573962296888598,0.043931007385253906,True
495,finfet,data/train_canonical/ref_0495.png,data/train_canonical/search_0495.png,497.57,425.33,24,9.717,6.62,15.78,-2.04,0.28,0.61,583.9,180.1,0.0,0.0,0.998,0.936,497.5,521.5,96.17002547571671,0.1907024383544922,True,3,500.0,428.0,3.610235449385555,0.04374051094055176,True
496,dram,data/train_canonical/ref_0496.png,data/train_canonical/search_0496.png,600.48,368.48,38,9.108,7.51,14.76,-0.08,0.5,0.87,456.7,149.2,0.0,0.0,0.927,1.104,504.5,597.5,248.31899001083264,0.20026087760925293,True,9,604.0,372.0,4.978031739553269,0.045503854751586914,True
497,finfet,data/train_canonical/ref_0497.png,data/train_canonical/search_0497.png,406.12,450.86,20,9.544,5.75,15.48,2.54,0.42,0.89,385.6,195.4,0.0,0.0,0.99,1.126,406.5,450.5,0.5234500931321021,0.21354937553405762,True,7,404.0,452.0,2.4070729112347196,0.04938554763793945,True
498,finfet,data/train_canonical/ref_0498.png,data/train_canonical/search_0498.png,553.16,605.78,28,9.084,4.48,11.27,-1.67,0.37,0.89,397.6,130.5,0.0,0.0005,1.051,1.065,553.5,478.5,127.28045411609747,0.2126457691192627,False,9,556.0,604.0,3.3517159784206183,0.043398141860961914,True
499,dram,data/train_canonical/ref_0499.png,data/train_canonical/search_0499.png,609.4,382.33,44,9.861,6.31,12.74,-0.71,0.2,0.75,508.9,178.7,0.378,0.0,0.932,1.007,475.0,583.0,241.51978987238292,0.2046365737915039,False,9,612.0,380.0,3.491260517349005,0.044255733489990234,True
500,finfet,data/train_canonical/ref_0500.png,data/train_canonical/search_0500.png,421.18,619.91,26,10.245,5.83,11.2,-0.26,0.34,0.84,494.1,98.2,0.0,0.0,0.913,1.085,542.5,541.5,144.45300446858138,0.18817877769470215,True,7,420.0,620.0,1.1834272263219323,0.038889408111572266,True
501,finfet,data/train_canonical/ref_0501.png,data/train_canonical/search_0501.png,542.04,534.25,24,9.239,6.65,17.99,-1.61,0.5,0.78,440.1,180.1,0.0,0.0025,1.071,0.883,542.5,534.5,0.523545604508369,0.2005472183227539,True,13,548.0,532.0,6.3705651240686985,0.040746212005615234,True
502,dram,data/train_canonical/ref_0502.png,data/train_canonical/search_0502.png,437.43,441.09,43,10.363,5.95,17.87,0.03,0.22,0.51,351.0,120.5,0.329,0.0007,0.986,0.861,437.5,441.5,0.41593268686173196,0.19156932830810547,True,6,436.0,444.0,3.2423756722502355,0.04407167434692383,True
503,finfet,data/train_canonical/ref_0503.png,data/train_canonical/search_0503.png,502.51,568.46,21,10.766,7.81,10.61,2.09,0.43,0.56,479.8,180.7,0.0,0.0,1.089,0.972,502.5,568.5,0.041231056256139105,0.15883755683898926,True,5,500.0,572.0,4.3395506679839215,0.04180431365966797,True
504,dram,data/train_canonical/ref_0504.png,data/train_canonical/search_0504.png,491.04,478.49,38,10.115,6.97,12.8,-2.72,0.43,0.67,476.2,190.3,0.0,0.0009,1.085,1.097,491.0,478.0,0.4916299421312849,0.24599456787109375,True,3,492.0,484.0,5.593004559268646,0.05424356460571289,True
505,finfet,data/train_canonical/ref_0505.png,data/train_canonical/search_0505.png,522.93,470.3,20,10.717,5.89,10.37,0.4,0.33,0.53,419.4,197.6,0.658,0.0,0.937,1.102,523.5,470.5,0.6040695324216017,0.2243812084197998,True,6,524.0,364.0,106.30538509407697,0.04230356216430664,True
506,finfet,data/train_canonical/ref_0506.png,data/train_canonical/search_0506.png,478.89,407.99,20,10.522,4.72,14.27,0.28,0.4,0.53,528.6,113.0,0.0,0.0,1.008,1.144,478.5,508.5,100.51075663828223,0.20575380325317383,False,6,484.0,412.0,6.495552324475577,0.038048744201660156,True
507,dram,data/train_canonical/ref_0507.png,data/train_canonical/search_0507.png,459.26,374.35,37,10.269,7.75,12.44,-0.61,0.44,0.8,490.8,191.3,0.6,0.0,0.978,1.138,459.5,500.5,126.15022829943668,0.1824052333831787,False,6,460.0,380.0,5.698254118587531,0.04192495346069336,True
508,dram,data/train_canonical/ref_0508.png,data/train_canonical/search_0508.png,529.15,441.58,36,10.779,7.49,15.54,-1.17,0.43,0.82,489.6,141.7,0.428,0.0003,1.083,0.987,529.5,441.5,0.35902646142034345,0.21529507637023926,True,3,532.0,444.0,3.7388367174831543,0.04304766654968262,True
509,finfet,data/train_canonical/ref_0509.png,data/train_canonical/search_0509.png,383.68,451.17,23,9.899,6.2,11.34,-0.95,0.32,0.51,414.7,164.1,0.0,0.0,0.922,0.998,477.0,451.0,93.3201548434206,0.2057030200958252,False,12,388.0,452.0,4.399011252542998,0.039508819580078125,True
510,finfet,data/train_canonical/ref_0510.png,data/train_canonical/search_0510.png,391.17,580.83,26,9.201,4.1,14.49,-0.23,0.27,0.87,479.0,82.3,0.0,0.0,0.928,0.951,398.5,509.5,71.70563297259153,0.2042388916015625,False,6,396.0,580.0,4.900795853736402,0.040238142013549805,True
511,dram,data/train_canonical/ref_0511.png,data/train_canonical/search_0511.png,531.05,487.84,37,10.6,7.61,11.16,-2.7,0.26,0.57,395.6,120.3,0.0,0.0,1.03,0.981,478.5,487.5,52.55109989334186,0.21444058418273926,True,9,532.0,492.0,4.267095030579972,0.04596138000488281,True
512,finfet,data/train_canonical/ref_0512.png,data/train_canonical/search_0512.png,470.75,580.83,26,10.611,7.86,11.66,1.11,0.49,0.72,540.2,108.5,0.0,0.0,0.986,1.122,470.5,436.5,144.33021651754012,0.20771002769470215,False,5,476.0,580.0,5.315204605657252,0.04108905792236328,True
513,dram,data/train_canonical/ref_0513.png,data/train_canonical/search_0513.png,578.43,539.59,41,9.114,6.18,16.57,-0.94,0.38,0.61,587.4,94.6,0.0,0.0027,1.094,1.106,578.5,503.5,36.09006788577714,0.19960808753967285,False,8,580.0,540.0,1.6226521500309703,0.04225945472717285,True
